CatBoost,LightGBM,XGBoost,RandomForest,ExtraTrees,TabPFN
0.3274961813407251,0.8088679480514127,0.26168447732925415,0.194,0.11,0.38667818903923035
0.150693340411607,0.0794456587548059,0.025293389335274696,0.238,0.17333333333333334,0.3409566879272461
0.07947174693659334,0.051492504602755826,0.042710382491350174,0.146,0.12,0.08141396194696426
0.04414831109207282,0.0007169845603835503,0.0038896072655916214,0.01,0.0,0.056920330971479416
0.10735874581590794,0.02422625136410838,0.1393507570028305,0.05,0.12,0.0771997720003128
0.020646286914458484,0.001913683230138703,0.01023467630147934,0.01,0.06333333333333334,0.014251209795475006
0.03760057837339557,0.03015312225727677,0.06265401095151901,0.034,0.045,0.08949119597673416
0.12236424324668253,0.04727908593963072,0.06003674119710922,0.062,0.018333333333333333,0.23298774659633636
0.08009361166083555,0.043734290966339295,0.018351823091506958,0.04,0.021666666666666667,0.11064904928207397
0.01899349124067584,0.0027321939233866874,0.009354082867503166,0.006,0.0016666666666666668,0.12238461524248123
0.058965918793713,0.021177309553853687,0.005768981296569109,0.006,0.0016666666666666668,0.03499283641576767
0.024562970906923675,0.007810186421722541,0.005775926169008017,0.078,0.07333333333333333,0.08462709188461304
0.021333060885264554,0.0035724830109692667,0.028708552941679955,0.03,0.01,0.03817972168326378
0.029278696245784296,0.00277742866426009,0.008107159286737442,0.03,0.013333333333333334,0.029857279732823372
0.04949957504229142,0.008624335818155061,0.005934075452387333,0.014,0.0016666666666666668,0.06369282305240631
0.06949857026879692,0.13142667830952884,0.17634564638137817,0.092,0.1,0.13733533024787903
0.022554524514699262,0.0006943095615575654,0.004442810080945492,0.006,0.008333333333333333,0.04129458963871002
0.06476787228138503,0.12067638833845601,0.08839912712574005,0.038,0.008333333333333333,0.10824237018823624
0.04626495545247906,0.012090291867008563,0.0685371458530426,0.028,0.0,0.08104588091373444
0.05206139973910199,0.021877690273378325,0.011521533131599426,0.064,0.043333333333333335,0.07828783243894577
0.03936386262289505,0.004602780365882089,0.022501081228256226,0.044,0.03,0.33157432079315186
0.038567855583003546,0.008554089113111934,0.01434179488569498,0.004,0.04666666666666667,0.039243485778570175
0.07313645918776766,0.017795140085013487,0.024478111416101456,0.114,0.16333333333333333,0.12448960542678833
0.018741387404183563,0.001055348271393746,0.008071263320744038,0.0,0.0016666666666666668,0.027631163597106934
0.04138537346619117,0.006788925112537257,0.011056153103709221,0.006,0.0016666666666666668,0.036231622099876404
0.01794835461303388,0.0005428549516491496,0.0009376361849717796,0.0,0.0,0.028030751273036003
0.01931058767740725,0.0010141210393319205,0.00409030681475997,0.002,0.0033333333333333335,0.026790300384163857
0.021212399395896704,0.001806478702373185,0.0169624425470829,0.012,0.011666666666666667,0.0403643436729908
0.08144316556151433,0.05024882870644394,0.11465810239315033,0.184,0.15,0.08526086062192917
0.24531812511932752,0.2026000883655833,0.052647992968559265,0.082,0.11166666666666666,0.20043611526489258
0.021827752653132033,0.002654603837315702,0.006618445739150047,0.014,0.015,0.0898805633187294
0.005497189135174518,0.0006205705742122633,0.004296343307942152,0.006,0.015,0.01098665688186884
0.06708208673980237,0.04019629703166335,0.20440886914730072,0.14,0.14166666666666666,0.15156607329845428
0.06708208673980237,0.04019629703166335,0.20440886914730072,0.142,0.14,0.15096257627010345
0.029590608813544483,0.0063988481306045475,0.017824320122599602,0.0,0.005,0.032400187104940414
0.013781020904031384,0.00477239894594868,0.007736954838037491,0.06,0.175,0.038219522684812546
0.07362440796232654,0.04268582396812806,0.14765174686908722,0.112,0.043333333333333335,0.10894139856100082
0.021532358606703123,0.017857422974354126,0.010877324268221855,0.008,0.03,0.040997471660375595
0.05195838945208069,0.017265104148727776,0.05093415826559067,0.066,0.043333333333333335,0.048241034150123596
0.10220447950250297,0.003893900364414406,0.02844180352985859,0.032,0.028333333333333332,0.07295259833335876
0.0659238041207315,0.004931846587919191,0.026262549683451653,0.006,0.0016666666666666668,0.08752819895744324
0.005800313174704673,0.010733609721598935,0.0032522317487746477,0.032,0.03666666666666667,0.010047126561403275
0.04885440378356627,0.04731354336384096,0.03521311283111572,0.078,0.065,0.05753198266029358
0.07399201092313573,0.06221635857725608,0.12228593975305557,0.178,0.12833333333333333,0.09520559757947922
0.03817503245384898,0.009474808857748632,0.010318010114133358,0.058,0.06333333333333334,0.03036198951303959
0.03173569292970209,0.003474832416745,0.006460651755332947,0.006,0.008333333333333333,0.037087395787239075
0.08500552852189508,0.015908218620832616,0.046457547694444656,0.098,0.056666666666666664,0.0346708707511425
0.007694233482099137,0.000701232549466578,0.004033370409160852,0.006,0.0,0.014006270095705986
0.026696765617121452,0.00329641706840198,0.012814070098102093,0.014,0.028333333333333332,0.04109102115035057
0.028596821492457018,0.0017291348362776285,0.006576833315193653,0.0,0.0,0.013844914734363556
0.02809566317067618,0.0017291348362776285,0.006727018393576145,0.0,0.0,0.01421770453453064
0.020641089437526548,0.00099928786169392,0.0048272451385855675,0.0,0.0,0.01243261992931366
0.010578639224447909,0.0009512582198612654,0.012939990498125553,0.0,0.0,0.011931710876524448
0.009964383038433946,0.0031351697734016484,0.001974341692402959,0.0,0.0033333333333333335,0.033511776477098465
0.08006311229832326,0.0175900477428532,0.04530136659741402,0.062,0.08833333333333333,0.11664599925279617
0.07295014994955397,0.07108367423651296,0.030120262876152992,0.174,0.19666666666666666,0.0770392045378685
0.03220753492684547,0.026404109462685448,0.04229791462421417,0.03,0.05,0.08627057075500488
0.009738812681976109,0.0014122893616621487,0.00644960580393672,0.006,0.02,0.023341290652751923
0.7418927116376977,0.9333324493554028,0.934197187423706,0.782,1.0,0.7703214287757874
0.7397077276382937,0.9439450779451124,0.8620211482048035,0.786,1.0,0.6211151480674744
0.029836750094045985,0.0022108774595295637,0.00844452902674675,0.002,0.008333333333333333,0.058387935161590576
0.0728393161265968,0.011661185579400447,0.0081539461389184,0.018,0.03,0.07982223480939865
0.029203340426718193,0.0011861871615833231,0.008323525078594685,0.004,0.005,0.0537780225276947
0.06828218680600401,0.02656600184465514,0.0347466841340065,0.018,0.0016666666666666668,0.08688480406999588
0.011548040333825765,0.0012285320707280177,0.002346938708797097,0.0,0.005,0.036755118519067764
0.04330053321066092,0.022942113358183976,0.014498734846711159,0.014,0.025,0.06888560205698013
0.213670210380587,0.0737156291224587,0.08345634490251541,0.166,0.12,0.1684538722038269
0.031120495498038372,0.005263431700132091,0.00528971990570426,0.006,0.018333333333333333,0.029358888044953346
0.06854651474285273,0.007756465349462272,0.02068832889199257,0.05,0.018333333333333333,0.11458490043878555
0.009448410706166576,0.006884323787441753,0.011166004464030266,0.008,0.0,0.039761628955602646
0.053686501862942396,0.003693358510243854,0.014576728455722332,0.058,0.18666666666666668,0.10898307710886002
0.028825245271429163,0.002664812250538169,0.003089156001806259,0.0,0.006666666666666667,0.0441041998565197
0.007254831523810129,0.0003192246680083348,0.00344985444098711,0.0,0.005,0.024055905640125275
0.1455212818635001,0.16210988780891245,0.1484222412109375,0.108,0.18666666666666668,0.29597708582878113
0.02495700963289274,0.0068987208154639825,0.030306702479720116,0.016,0.0,0.05127428472042084
0.022223148726817007,0.002298553994208931,0.05500359088182449,0.004,0.0,0.03575330600142479
0.023498846003181816,0.00035758071137661655,0.012978702783584595,0.018,0.05,0.04298597201704979
0.00844949633114162,0.0007796936469176722,0.0011925407452508807,0.0,0.0033333333333333335,0.016126828268170357
0.09387638275849072,0.017969313640623298,0.18877993524074554,0.15,0.06166666666666667,0.1304537057876587
0.014146618549828361,0.0004654101772847022,0.006221257150173187,0.0,0.0,0.03741493076086044
0.017663644223244256,0.0023504801851429924,0.007452536839991808,0.02,0.016666666666666666,0.03829403966665268
0.022929545506478976,0.009920945398586695,0.031513430178165436,0.03,0.07,0.02920902520418167
0.0987274267561194,0.02883720707138985,0.06825529783964157,0.108,0.16333333333333333,0.10124418884515762
0.0428738809257715,0.011167763732073257,0.017860880121588707,0.02,0.0,0.08977946639060974
0.05541546655426902,0.005626656558793908,0.08423510193824768,0.018,0.0,0.0836046114563942
0.13015913954486963,0.03657352558706624,0.0929969921708107,0.044,0.01,0.14885367453098297
0.022287578655849023,0.001375758282449049,0.006452084053307772,0.002,0.01,0.014956384897232056
0.05133843789475069,0.037908822498767265,0.019637539982795715,0.218,0.14333333333333334,0.06667293608188629
0.032543826151205116,0.01512866177540353,0.024571197107434273,0.016,0.025,0.0702439472079277
0.013697732917153696,0.003726035335488192,0.00443692971020937,0.008,0.005,0.03426097333431244
0.013443176738467772,0.0049010309395241935,0.012081305496394634,0.026,0.028333333333333332,0.03767353296279907
0.031610177739219494,0.0031187980021588273,0.0037412026431411505,0.002,0.005,0.03975960984826088
0.058598716329493455,0.008235556031074934,0.030851449817419052,0.06,0.08666666666666667,0.09772937744855881
0.04283848073812568,0.003233881932332678,0.005949554033577442,0.02,0.01,0.0612667016685009
0.11326574930037035,0.029112537794225617,0.08322764933109283,0.11,0.055,0.09802653640508652
0.06990182579397354,0.009409545845645797,0.011162525042891502,0.05,0.011666666666666667,0.08710379153490067
0.020038345638101168,0.00286471935818411,0.00440657464787364,0.044,0.008333333333333333,0.03932906314730644
0.056334223721386516,0.123499244319651,0.21652258932590485,0.166,0.17833333333333334,0.1747106909751892
0.07869707504028912,0.021585159074532758,0.08356013894081116,0.066,0.03333333333333333,0.1148364320397377
0.7459231941028605,0.6763986426504168,0.6040012836456299,0.72,0.82,0.7386992573738098
0.11111948990160263,0.012552044300602123,0.1639658808708191,0.2,0.19,0.12275151163339615
0.8146715308507765,0.9126035513603532,0.8496516942977905,0.83,1.0,0.7951050996780396
0.8630929645237455,0.9714547982759232,0.9041725397109985,0.92,1.0,0.8420689105987549
0.06067014838509051,0.00914970426064655,0.023150121793150902,0.042,0.03,0.10114327818155289
0.24077832785551315,0.051371923831160876,0.16331233084201813,0.182,0.0,0.792452871799469
0.02334048892717074,0.0003297344626819412,0.002798772882670164,0.0,0.0033333333333333335,0.04047227278351784
0.3247932739238769,0.08401141863953672,0.28534960746765137,0.166,0.006666666666666667,0.5143738985061646
0.008597869396487174,0.0005883578953816017,0.0015363114653155208,0.002,0.0016666666666666668,0.013611286878585815
0.04609977415476869,0.06790471245027155,0.04648708552122116,0.096,0.04666666666666667,0.08574023842811584
0.045778447437509716,0.004496099735728573,0.04523376375436783,0.132,0.10166666666666667,0.06095762923359871
0.012091787653564643,0.0024026857321546346,0.026640499010682106,0.058,0.07,0.045545563101768494
0.03747658881790011,0.005590567430592034,0.02655336633324623,0.072,0.03833333333333333,0.05282847210764885
0.07106663136449082,0.06921481173104739,0.027180898934602737,0.068,0.125,0.13077232241630554
0.029521121718739343,0.0072423532671918546,0.006860550493001938,0.01,0.01,0.035529810935258865
0.12536991122295604,0.08165723827307464,0.11745988577604294,0.07,0.03833333333333333,0.09072393923997879
0.026784131478791988,0.13124266561926254,0.10083495080471039,0.292,0.20333333333333334,0.08705411106348038
0.015548770991752009,0.00047926505298729976,0.003476756624877453,0.0,0.0,0.036636244505643845
